Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,781.125281211184,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,704338,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,967.617444921073,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,188674,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,541.464744888397,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,158324,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,521.756488064807,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,474491,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,883.539097037663,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,351000,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,1002.36038150356,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,67983,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,550.811292950839,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,45560,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,558.909887702181,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,783196,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,700.379637194187,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,486906,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,943.628346480311,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,136097,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,512.277943021547,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,146277,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,477.780451981232,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,965375,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,761.241484400242,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,637940,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,954.372433543366,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,162427,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,526.955441177945,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,143545,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,513.460386406067,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,731175,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,848.038362058671,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,502614,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,1005.63787289642,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,126577,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,561.34271056298,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,88237,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,548.073630347738,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,281435,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,815.286563015312,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,212933,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,1013.47603611822,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,38352,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,512.045876202958,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,26968,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,524.485277341351,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,561931,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,794.350598668511,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,390999,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,1020.63392216268,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,89819,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,524.756559418911,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,70700,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,512.881546306221,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,1636380,25,150,nation
